##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV2467;Admiralty Islands;Admiralty Islands;Admiralty Islands;Admiralty Islands;Admiralty Islands;Admiralty Islands;;;;;X
PROV2468;South Caroline Basin;South Caroline Basin;South Caroline Basin;South Caroline Basin;South Caroline Basin;South Caroline Basin;;;;;X
PROV2469;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;;;;;X
PROV2470;West Caroline Basin;West Caroline Basin;West Caroline Basin;West Caroline Basin;West Caroline Basin;West Caroline Basin;;;;;X
PROV2471;Senyavin Islands;Senyavin Islands;Senyavin Islands;Senyavin Islands;Senyavin Islands;Senyavin Islands;;;;;X
PROV2472;Mariana Trench;Mariana Trench;Mariana Trench;Mariana Trench;Mariana Trench;Mariana Trench;;;;;X
PROV2473;East Caroline Basin;East Caroline Basin;East Caroline Basin;East Caroline Basin;East Caroline Basin;East Caroline Basin;;;;;X
PROV2474;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;;;;;X
PROV2475;Mariana Islands;Mariana Islands;Mariana Islands;Mariana Islands;Mariana Islands;Mariana Islands;;;;;X
PROV2476;Bonin Islands;Bonin Islands;Bonin Islands;Bonin Islands;Bonin Islands;Bonin Islands;;;;;X
PROV2477;Izu Islands;Izu Islands;Izu Islands;Izu Islands;Izu Islands;Izu Islands;;;;;X
PROV2478;Yap Islands;Yap Islands;Yap Islands;Yap Islands;Yap Islands;Yap Islands;;;;;X
PROV2479;Palau Kyushu Ridge;Palau Kyushu Ridge;Palau Kyushu Ridge;Palau Kyushu Ridge;Palau Kyushu Ridge;Palau Kyushu Ridge;;;;;X
PROV2480;Daito Islands;Daito Islands;Daito Islands;Daito Islands;Daito Islands;Daito Islands;;;;;X
PROV2481;East Philippine Basin;East Philippine Basin;East Philippine Basin;East Philippine Basin;East Philippine Basin;East Philippine Basin;;;;;X
PROV2482;Philippine Sea;Philippine Sea;Philippine Sea;Philippine Sea;Philippine Sea;Philippine Sea;;;;;X
PROV2483;Palau Islands;Palau Islands;Palau Islands;Palau Islands;Palau Islands;Palau Islands;;;;;X
PROV2484;Philippine Trench;Philippine Trench;Philippine Trench;Philippine Trench;Philippine Trench;Philippine Trench;;;;;X
PROV2485;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;;;;;X
PROV2486;Polillo Islands;Polillo Islands;Polillo Islands;Polillo Islands;Polillo Islands;Polillo Islands;;;;;X
PROV2487;West Philippine Basin;West Philippine Basin;West Philippine Basin;West Philippine Basin;West Philippine Basin;West Philippine Basin;;;;;X
PROV2488;Osumi Islands;Osumi Islands;Osumi Islands;Osumi Islands;Osumi Islands;Osumi Islands;;;;;X
PROV2489;Inland Sea;Inland Sea;Inland Sea;Inland Sea;Inland Sea;Inland Sea;;;;;X
PROV2490;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;;;;;X
PROV2491;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;;;;;X
PROV2492;Tokyo Bay;Tokyo Bay;Tokyo Bay;Tokyo Bay;Tokyo Bay;Tokyo Bay;;;;;X
PROV2493;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;;;;;X
PROV2494;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;;;;;X
PROV2495;Korea Strait;Korea Strait;Korea Strait;Korea Strait;Korea Strait;Korea Strait;;;;;X
PROV2496;East Korea Bay;East Korea Bay;East Korea Bay;East Korea Bay;East Korea Bay;East Korea Bay;;;;;X
PROV2497;Tsushima Strait;Tsushima Strait;Tsushima Strait;Tsushima Strait;Tsushima Strait;Tsushima Strait;;;;;X
PROV2498;Sea of Japan;Sea of Japan;Sea of Japan;Sea of Japan;Sea of Japan;Sea of Japan;;;;;X
PROV2499;Gulf of Patience;Gulf of Patience;Gulf of Patience;Gulf of Patience;Gulf of Patience;Gulf of Patience;;;;;X
PROV2500;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;;;;;X
PROV2501;La Perouse Strait;La Perouse Strait;La Perouse Strait;La Perouse Strait;La Perouse Strait;La Perouse Strait;;;;;X
PROV2502;Tartar Strait;Tartar Strait;Tartar Strait;Tartar Strait;Tartar Strait;Tartar Strait;;;;;X
PROV2503;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;;;;;X
PROV2504;Kuril Islands;Kuril Islands;Kuril Islands;Kuril Islands;Kuril Islands;Kuril Islands;;;;;X
PROV2505;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;;;;;X
PROV2506;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;;;;;X
PROV2507;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;;;;;X
PROV2508;Gulf of Uda;Gulf of Uda;Gulf of Uda;Gulf of Uda;Gulf of Uda;Gulf of Uda;;;;;X
PROV2509;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;;;;;X
PROV2510;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;;;;;X
PROV2511;Sakishima Islands;Sakishima Islands;Sakishima Islands;Sakishima Islands;Sakishima Islands;Sakishima Islands;;;;;X
PROV2512;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;;;;;X
PROV2513;East China Sea;East China Sea;East China Sea;East China Sea;East China Sea;East China Sea;;;;;X
PROV2514;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;;;;;X
PROV2515;Formosa Strait;Formosa Strait;Formosa Strait;Formosa Strait;Formosa Strait;Formosa Strait;;;;;X
PROV2516;Coast of Shandong;Coast of Shandong;Coast of Shandong;Coast of Shandong;Coast of Shandong;Coast of Shandong;;;;;X
PROV2517;Yellow Sea;Yellow Sea;Yellow Sea;Yellow Sea;Yellow Sea;Yellow Sea;;;;;X
PROV2518;Bohai Sea;Bohai Sea;Bohai Sea;Bohai Sea;Bohai Sea;Bohai Sea;;;;;X
PROV2519;Spratley Islands;Spratley Islands;Spratley Islands;Spratley Islands;Spratley Islands;Spratley Islands;;;;;X
PROV2520;Paracel Islands;Paracel Islands;Paracel Islands;Paracel Islands;Paracel Islands;Paracel Islands;;;;;X
PROV2521;South China Sea;South China Sea;South China Sea;South China Sea;South China Sea;South China Sea;;;;;X
PROV2522;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;;;;;X
PROV2523;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;;;;;X
PROV2524;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;;;;;X
PROV2525;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;;;;;X
PROV2526;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;;;;;X
PROV2527;Bunguran Islands;Bunguran Islands;Bunguran Islands;Bunguran Islands;Bunguran Islands;Bunguran Islands;;;;;X
PROV2528;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;;;;;X
PROV2529;Bangka Island;Bangka Island;Bangka Island;Bangka Island;Bangka Island;Bangka Island;;;;;X
PROV2530;South Malacca Strait;South Malacca Strait;South Malacca Strait;South Malacca Strait;South Malacca Strait;South Malacca Strait;;;;;X
PROV2531;North Malacca Strait;North Malacca Strait;North Malacca Strait;North Malacca Strait;North Malacca Strait;North Malacca Strait;;;;;X
PROV2532;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;;;;;X
PROV2533;Sunda Strait;Sunda Strait;Sunda Strait;Sunda Strait;Sunda Strait;Sunda Strait;;;;;X
PROV2534;South Java Coast;South Java Coast;South Java Coast;South Java Coast;South Java Coast;South Java Coast;;;;;X
PROV2535;North Java Coast;North Java Coast;North Java Coast;North Java Coast;North Java Coast;North Java Coast;;;;;X
PROV2536;Karimata Strait;Karimata Strait;Karimata Strait;Karimata Strait;Karimata Strait;Karimata Strait;;;;;X
PROV2537;Sape Strait;Sape Strait;Sape Strait;Sape Strait;Sape Strait;Sape Strait;;;;;X
PROV2538;Bali Sea;Bali Sea;Bali Sea;Bali Sea;Bali Sea;Bali Sea;;;;;X
PROV2539;South Borneo Coast;South Borneo Coast;South Borneo Coast;South Borneo Coast;South Borneo Coast;South Borneo Coast;;;;;X
PROV2540;Java Sea;Java Sea;Java Sea;Java Sea;Java Sea;Java Sea;;;;;X
PROV2541;Makassar Strait;Makassar Strait;Makassar Strait;Makassar Strait;Makassar Strait;Makassar Strait;;;;;X
PROV2542;Savu Sea;Savu Sea;Savu Sea;Savu Sea;Savu Sea;Savu Sea;;;;;X
PROV2543;Lombok Strait;Lombok Strait;Lombok Strait;Lombok Strait;Lombok Strait;Lombok Strait;;;;;X
PROV2544;Christmas Island;Christmas Island;Christmas Island;Christmas Island;Christmas Island;Christmas Island;;;;;X
PROV2545;Cape Karosso;Cape Karosso;Cape Karosso;Cape Karosso;Cape Karosso;Cape Karosso;;;;;X
PROV2546;West Java Trench;West Java Trench;West Java Trench;West Java Trench;West Java Trench;West Java Trench;;;;;X
PROV2547;Banda Sea;Banda Sea;Banda Sea;Banda Sea;Banda Sea;Banda Sea;;;;;X
PROV2548;Molucca Sea;Molucca Sea;Molucca Sea;Molucca Sea;Molucca Sea;Molucca Sea;;;;;X
PROV2549;Gulf of Tolo;Gulf of Tolo;Gulf of Tolo;Gulf of Tolo;Gulf of Tolo;Gulf of Tolo;;;;;X
PROV2550;North Banda Basin;North Banda Basin;North Banda Basin;North Banda Basin;North Banda Basin;North Banda Basin;;;;;X
PROV2551;Ceram Sea;Ceram Sea;Ceram Sea;Ceram Sea;Ceram Sea;Ceram Sea;;;;;X
PROV2552;Berau Bay;Berau Bay;Berau Bay;Berau Bay;Berau Bay;Berau Bay;;;;;X
PROV2553;Celebes Sea;Celebes Sea;Celebes Sea;Celebes Sea;Celebes Sea;Celebes Sea;;;;;X
PROV2554;Halmahera Sea;Halmahera Sea;Halmahera Sea;Halmahera Sea;Halmahera Sea;Halmahera Sea;;;;;X
PROV2555;Leyte Gulf;Leyte Gulf;Leyte Gulf;Leyte Gulf;Leyte Gulf;Leyte Gulf;;;;;X
PROV2556;Sulu Sea;Sulu Sea;Sulu Sea;Sulu Sea;Sulu Sea;Sulu Sea;;;;;X
PROV2557;Surigao Strait;Surigao Strait;Surigao Strait;Surigao Strait;Surigao Strait;Surigao Strait;;;;;X
PROV2558;Sibuyan Sea;Sibuyan Sea;Sibuyan Sea;Sibuyan Sea;Sibuyan Sea;Sibuyan Sea;;;;;X
PROV2559;Datu Bay;Datu Bay;Datu Bay;Datu Bay;Datu Bay;Datu Bay;;;;;X
PROV2560;Palawan Passage;Palawan Passage;Palawan Passage;Palawan Passage;Palawan Passage;Palawan Passage;;;;;X
PROV2561;Arafura Sea;Arafura Sea;Arafura Sea;Arafura Sea;Arafura Sea;Arafura Sea;;;;;X
PROV2562;Kamrau Bay;Kamrau Bay;Kamrau Bay;Kamrau Bay;Kamrau Bay;Kamrau Bay;;;;;X
PROV2563;Aru Archipelago;Aru Archipelago;Aru Archipelago;Aru Archipelago;Aru Archipelago;Aru Archipelago;;;;;X
PROV2564;Bonaparte Gulf;Bonaparte Gulf;Bonaparte Gulf;Bonaparte Gulf;Bonaparte Gulf;Bonaparte Gulf;;;;;X
PROV2565;Rowley Shoals;Rowley Shoals;Rowley Shoals;Rowley Shoals;Rowley Shoals;Rowley Shoals;;;;;X
PROV2566;Bonaparte Archipelago;Bonaparte Archipelago;Bonaparte Archipelago;Bonaparte Archipelago;Bonaparte Archipelago;Bonaparte Archipelago;;;;;X
PROV2567;Timor Sea;Timor Sea;Timor Sea;Timor Sea;Timor Sea;Timor Sea;;;;;X
PROV2568;Central Mid-Indian Basin;Central Mid-Indian Basin;Central Mid-Indian Basin;Central Mid-Indian Basin;Central Mid-Indian Basin;Central Mid-Indian Basin;;;;;X
PROV2569;North Ninetyeast Ridge;North Ninetyeast Ridge;North Ninetyeast Ridge;North Ninetyeast Ridge;North Ninetyeast Ridge;North Ninetyeast Ridge;;;;;X
PROV2570;South Mid-Indian Basin;South Mid-Indian Basin;South Mid-Indian Basin;South Mid-Indian Basin;South Mid-Indian Basin;South Mid-Indian Basin;;;;;X
PROV2571;South Ninetyeast Ridge;South Ninetyeast Ridge;South Ninetyeast Ridge;South Ninetyeast Ridge;South Ninetyeast Ridge;South Ninetyeast Ridge;;;;;X
PROV2572;North Australian Basin;North Australian Basin;North Australian Basin;North Australian Basin;North Australian Basin;North Australian Basin;;;;;X
PROV2573;West Australian Basin;West Australian Basin;West Australian Basin;West Australian Basin;West Australian Basin;West Australian Basin;;;;;X
PROV2574;Geographe Bay;Geographe Bay;Geographe Bay;Geographe Bay;Geographe Bay;Geographe Bay;;;;;X
PROV2575;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;;;;;X
PROV2576;Shark Bay;Shark Bay;Shark Bay;Shark Bay;Shark Bay;Shark Bay;;;;;X
PROV2577;Exmouth Gulf;Exmouth Gulf;Exmouth Gulf;Exmouth Gulf;Exmouth Gulf;Exmouth Gulf;;;;;X
PROV2578;Southwest Australian Basin;Southwest Australian Basin;Southwest Australian Basin;Southwest Australian Basin;Southwest Australian Basin;Southwest Australian Basin;;;;;X
PROV2579;Sandy Bight;Sandy Bight;Sandy Bight;Sandy Bight;Sandy Bight;Sandy Bight;;;;;X
PROV2580;South Australian Basin;South Australian Basin;South Australian Basin;South Australian Basin;South Australian Basin;South Australian Basin;;;;;X
PROV2581;Great Australian Bight;Great Australian Bight;Great Australian Bight;Great Australian Bight;Great Australian Bight;Great Australian Bight;;;;;X
PROV2582;Spencer Gulf;Spencer Gulf;Spencer Gulf;Spencer Gulf;Spencer Gulf;Spencer Gulf;;;;;X
PROV2583;Bass Strait;Bass Strait;Bass Strait;Bass Strait;Bass Strait;Bass Strait;;;;;X
PROV2584;Farneaux Group;Farneaux Group;Farneaux Group;Farneaux Group;Farneaux Group;Farneaux Group;;;;;X
PROV2585;Karamea Bay;Karamea Bay;Karamea Bay;Karamea Bay;Karamea Bay;Karamea Bay;;;;;X
PROV2586;Tasman Basin;Tasman Basin;Tasman Basin;Tasman Basin;Tasman Basin;Tasman Basin;;;;;X
PROV2587;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;;;;;X
PROV2588;Jervis Bay;Jervis Bay;Jervis Bay;Jervis Bay;Jervis Bay;Jervis Bay;;;;;X
PROV2589;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;;;;;X
PROV2590;Cook Strait;Cook Strait;Cook Strait;Cook Strait;Cook Strait;Cook Strait;;;;;X
PROV2591;Tasman Sea;Tasman Sea;Tasman Sea;Tasman Sea;Tasman Sea;Tasman Sea;;;;;X
PROV2592;Norfolk Island;Norfolk Island;Norfolk Island;Norfolk Island;Norfolk Island;Norfolk Island;;;;;X
PROV2593;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;;;;;X
PROV2594;Tasman Plain;Tasman Plain;Tasman Plain;Tasman Plain;Tasman Plain;Tasman Plain;;;;;X
PROV2595;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bay of Plenty;;;;;X
PROV2596;Colville Ridge;Colville Ridge;Colville Ridge;Colville Ridge;Colville Ridge;Colville Ridge;;;;;X
PROV2597;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;;;;;X
PROV2598;North Tonga Trench;North Tonga Trench;North Tonga Trench;North Tonga Trench;North Tonga Trench;North Tonga Trench;;;;;X
PROV2599;South Fiji Basin;South Fiji Basin;South Fiji Basin;South Fiji Basin;South Fiji Basin;South Fiji Basin;;;;;X
PROV2600;Beveridge Reef;Beveridge Reef;Beveridge Reef;Beveridge Reef;Beveridge Reef;Beveridge Reef;;;;;X
PROV2601;Fabert Seamount;Fabert Seamount;Fabert Seamount;Fabert Seamount;Fabert Seamount;Fabert Seamount;;;;;X
PROV2602;Western Point Bay;Western Point Bay;Western Point Bay;Western Point Bay;Western Point Bay;Western Point Bay;;;;;X
PROV2603;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;;;;;X
PROV2604;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;;;;;X
PROV2605;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;;;;;X
PROV2606;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;;;;;X
PROV2607;Central Line Islands;Central Line Islands;Central Line Islands;Central Line Islands;Central Line Islands;Central Line Islands;;;;;X
PROV2608;Cooper Ridge;Cooper Ridge;Cooper Ridge;Cooper Ridge;Cooper Ridge;Cooper Ridge;;;;;X
PROV2609;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;;;;;X
PROV2610;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;;;;;X
PROV2611;Broken Plateau;Broken Plateau;Broken Plateau;Broken Plateau;Broken Plateau;Broken Plateau;;;;;X
PROV2612;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;;;;;X
PROV2613;West Broken Ridge;West Broken Ridge;West Broken Ridge;West Broken Ridge;West Broken Ridge;West Broken Ridge;;;;;X
PROV2614;East Broken Ridge;East Broken Ridge;East Broken Ridge;East Broken Ridge;East Broken Ridge;East Broken Ridge;;;;;X
PROV2615;South Natal Basin;South Natal Basin;South Natal Basin;South Natal Basin;South Natal Basin;South Natal Basin;;;;;X
PROV2616;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;;;;;X
PROV2617;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;;;;;X
PROV2618;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;;;;;X
PROV2619;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;;;;;X
PROV2620;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;;;;;X
PROV2621;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;;;;;X
PROV2622;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;;;;;X
PROV2623;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;;;;;X
PROV2624;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;;;;;X
PROV2625;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;;;;;X
PROV2626;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;;;;;X
PROV2627;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;;;;;X
PROV2628;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;;;;;X
PROV2629;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;;;;;X
PROV2630;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;;;;;X
PROV2631;Midway Island;Midway Island;Midway Island;Midway Island;Midway Island;Midway Island;;;;;X
PROV2632;Chinook Through;Chinook Through;Chinook Through;Chinook Through;Chinook Through;Chinook Through;;;;;X
PROV2633;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;;;;;X
PROV2634;Kahala Point;Kahala Point;Kahala Point;Kahala Point;Kahala Point;Kahala Point;;;;;X
PROV2635;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;;;;;X
PROV2636;Maro Reef;Maro Reef;Maro Reef;Maro Reef;Maro Reef;Maro Reef;;;;;X
PROV2637;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;;;;;X
PROV2638;Apua Point;Apua Point;Apua Point;Apua Point;Apua Point;Apua Point;;;;;X
PROV2639;Johston Atoll;Johston Atoll;Johston Atoll;Johston Atoll;Johston Atoll;Johston Atoll;;;;;X
PROV2640;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;;;;;X
PROV2641;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;;;;;X
PROV2642;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;;;;;X
PROV2643;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;;;;;X
PROV2644;West Andaman Sea;West Andaman Sea;West Andaman Sea;West Andaman Sea;West Andaman Sea;West Andaman Sea;;;;;X
PROV2645;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;;;;;X
PROV2646;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;;;;;X
PROV2647;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;;;;;X
PROV2648;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;;;;;X
