##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
BUTTON_SUPPLY;Supply Mapmode;Mode ravitaillement;Mappa dei rifornimenti;Mapa de suministros;Versorgungs-Karte;Mapa dostaw;;;;;x,
EYRSORTBY;Sort by;Trier par;Ordina per;Ordenar por;Sortieren nach;Sortuj wg;;;;;x,
UIW_RE_DRO;You need %.1f manpower and %.1f supplies to reinforce this unit.;Vous avez besoin de %.1f main d'oeuvre et de %.1f ravitaillement pour mettre à niveau cette unité.;Necessiti di %.1f forza lavoro e %.1f rifornimenti per rinforzare questa unità.;Necesitas %.1f rec. hum. y %.1f sumin. para reforzar esta división.;Zur Verstärkung dieser Einheit benötigen Sie %.1f Wehrfähige und %.1f an Nachschub.;Potrzebujesz %.1f j. zasobów ludzkich i %.1f j. zaopatrzenia do uzupe³nienia stanów osobowych tej jednostki.;;;;;x,
CONVOY_TRANS;Our merchant shipping provides %.1f new ships for convoy duty each month.;Notre flotte marchande nous fournit %.1f nouveaux cargos pour des convois, chaque mois.;La nostra flotta mercantile fornisce %.1f nuove navi da convoglio ogni mese.;Nuestra marina mercante da %.1f nuevos barcos al mes para servicios de convoy.;Unsere Handelsschifffahrt stellt jeden Monat %.1f neue Schiffe für Konvoidienst zur Verfügung.;Nasza flota handlowa zapewnia nam %.1f nowych statków handlowych ka¿dego miesi¹ca.;;;;;x,,,,,,
UIW_ATTRITION;This unit is exposed to attrition, and will lose %.2f\%% of its current strength each week.;Cette unité est sujette à l’usure, et perdra chaque semaine %.2f\%% de sa force actuelle.;Quest’unità è esposta a logorio e perderà quindi %.2f\%% della sua forza attuale ogni settimana.;Está unidad está expuesta al desgaste y perderá %.2f\%% de su fuerza actual cada semana.;Wöchentliche Verluste von %.2f\%%.;Ta jednostka ulega wyniszczeniu i bêdzie co miesi¹c traci³a %.2f\%% punktów swojej aktualnej si³y.;;;;;x,,,,,
#############################################;;;;;;;;;;;x,,,,,,,
#############################################;;;;;;;;;;;x,,,,,,,
TE_SUB_ATTACK;Sub Attack;Attaque de sous-marin;Attacco sottomarino;Ataque submarino;U-Boot-Angriff;Atak podwodny;;;;;X,,,,,,,
#  Date and Time order strings use M for month name, D for day, Y for year, and H for hour...;;;;;;;;;;;x,,,,
DATE;M D, Y;D M Y;D M Y;D M, Y;D. M Y;D M Y;;;;;x,,,,,
TIME;H:00 M D, Y;D M Y à H:00;H:00 D M Y;H:00 D M, Y;H:00 Uhr D. M Y;H:00 D M Y;;;;;x,,,,,
LOADGAME;Load Game;Charger partie;Carica partita;Cargar partida;Spiel laden;Wczytaj grê;;;;;x,,,,,,,
SAVEGAME;Save Game;Sauvegarder partie;Salva partita;Guardar partida;Spiel speichern;Zapisz grê;;;;;x,,,,,,,
ERROR_SOUND_NAME;Critical Error!;Erreur Critique !;Errore critico!;¡Error crítico!;Kritischer Fehler!;B³¹d krytyczny!;;;;;x,,,,,,,
ERROR_SOUND_DESC;HOI has encountered a problem with your sound card. Please obtain and install the latest sound drivers from the sound card manufacturer. If the problem persists, contact the technical support.;HOI a rencontré des problèmes techniques avec votre carte son. Essayez de mettre à jour les pilotes de votre carte son. Si le problème persiste, contactez le support technique.;HOI ha riscontrato un problema con la scheda audio, prova a scaricare e a installare i driver più recenti per la periferica. Se il problema persiste, contatta il supporto tecnico.;HOI2 ha encontrado un problema con la tarjeta de sonido. Consigue e instala los últimos controladores de sonido del fabricante de la tarjeta. Si el problema continúa, ponte en contacto con el servicio técnico.;HOI ist auf ein Problem mit Ihrer Audiokarte gestoßen. Bitte installieren Sie die neuesten Treiber vom Hersteller Ihrer Audiokarte. Sollte das Problem bestehen bleiben, wenden Sie sich bitte an den Technischen Support.;HOI napotka³ na problem z ustawieniami twojej karty muzycznej. Pobierz i zainstaluj najnowsze sterowniki ze strony producenta karty. Je¿eli problem nie zniknie, skontaktuj siê ze wsparciem technicznym gry.;;;;;x
##;;;;;;;;;;;x,,,,,,,
JOINMPGAME;<%s has joined>;<%s a rejoint la partie>;<%s si è connesso>;<ha entrado %s>;<%s hat das Spiel betreten>;<%s do³¹czy³ do gry>;;;;;x,,,,,,,
LEFTMPGAME;<%s has left>;<%s a quitté la partie>;<%s si è scollegato>;<ha salido %s>;<%s hat das Spiel verlassen>;<%s opuœci³ grê>;;;;;x,,,,,,,
##;;;;;;;;;;;x,,,,,,,
TE_NUKE_PROD;Doubles the rate of atomic bomb production.;Double le taux de production de la bombe atomique.;Raddoppia la produzione di bombe atomiche.;Duplica el ritmo de producción de la bomba atómica.;Verdoppelt die Rate der Atombombenproduktion.;Podwaja tempo produkcji bomb j¹drowych.;;;;;x
#;;;;;;;;;;;x
PARANOTSUPPLY;Paratroopers cannot be loaded onto transport planes in provinces without supply.;Les parachutistes ne peuvent pas embarquer dans les avions de transports à partir de provinces sans ravitaillement.;I paracadutisti non possono essere caricati su aerei da trasporto in province senza rifornimenti.;Los paracaidistas no pueden embarcarse en aviones de transporte desde provincias sin suministros.;Fallschirmjäger können nicht auf Transportflugzeuge von Provinzen ohne Nachschub geladen werden.;Spadochroniarze nie mog¹ byæ za³adowani do samolotów pochodz¹cych z prowincji pozbawionych zaopatrzenia.;;;;;X


TE_SPEED_CAP_ART;Speed Cap for ART Brigades;Limite de vitesse pour brigades d'ART;Velocità brigate A;Cap. veloc. brigadas Art;Geschwindigkeitsgrenze für ART-Brigaden;Limit szybkoœci dla brygad artylerii;;;;;X
TE_SPEED_CAP_ENG;Speed Cap for ENG Brigades;Limite de vitesse pour brigades d'ING;Velocità brigate G;Cap. veloc. brigadas Ing;Geschwindigkeitsgrenze für PIO-Brigaden;Limit szybkoœci dla brygad in¿ynieryjnych;;;;;X
TE_SPEED_CAP_AA;Speed Cap for AA Brigades;Limite de vitesse pour brigades AA;Velocità brigate CA;Cap. veloc. brigadas AA;Geschwindigkeitsgrenze für AA-Brigaden;Limit szybkoœci dla brygad przeciwlotniczych;;;;;X
TE_SPEED_CAP_AT;Speed Cap for AT Brigades;Limite de vitesse pour brigades AT;Velocità brigate AC;Cap. veloc. brigadas ACa;Geschwindigkeitsgrenze für PA-Brigaden;Limit szybkoœci dla brygad przeciwpancernych;;;;;X
DIV_RD_IRO4;Your transport network can only redeploy %d divisions at the same time.;Votre réseau de transport peut seulement redéployer %d divisions à un même moment.;Il tuo sistema di trasporto può ridistribuire solo %d divisioni alla volta.;Tu red de transporte sólo puede trasladar a %d divisiones a la vez.;Ihr Transportnetzwerk kann nur %d Divisionen zugleich neu einsetzen.;Twoja sieæ transportowa jest w stanie dokonaæ jednoczesnej dyslokacji %d dywizji.;;;;;X
REDEPLOY_CAP;Redeploying %d divisons / Capacity %d;Redéployant %d divisions / Capacité %d;Reimpiego di %d divisioni / Capacità %d;Trasladando %d divisiones / Capacidad %d;%d Divisionen werden neu eingesetzt / Kapazität %d;Dyslokowane dywizje %d / ZT %d;;;;;X
3RD;rd;e;°;.;.;.;;;;;X
1TH;th;re;°;.;.;.;;;;;X
2TH;th;e;°;.;.;.;;;;;X
FLOTILLA;Flotilla;Flottille;Flotta;Flotilla;Flottille;Flotylla;;;;;X
EPERSONALITY_OTHER_GOV;Target government is of a different type:;Le gouvernement cible est de type différent :;Il governo selezionato è di tipo differente:;El gobierno objetivo es de un tipo diferente:;Das Ziel hat eine andere Regierungsform:;Rz¹d docelowy jest innego typu:;El Gobierno del Objetivo es de distinto tipo al nuestro:;;;;X
EPERSONALITY_SAME_GOV;Target government is of the same type:;Le gouvernement cible est du même type:;Il governo selezionato è dello stesso tipo:;El gobierno objetivo es del mismo tipo:;Das Ziel hat die gleiche Regierungsform:;Rz¹d docelowy jest tego samego typu:;El Gobierno del Objetivo es de nuestro mismo tipo:;;;;X
EPERSONALITY_BIGGER_COUNTRY;Target country is less than half the size:;Le pays cible fait moins de la moitié de la taille de :;La nazione selezionata è meno della metà in dimensioni:;El país objetivo tiene menos de la mitad de tamaño:;Das Ziel ist weniger als halb so groß:;Kraj docelowy jest o po³owê mniejszy:;El País que es nuestro objetivo no es más q la mitad:;;;;X
T_CONSTRUCTION;Construction Bonus;Bonus de construction;Bonus costruzione;Bonif. a construcción;Produktion;Premia konstrukcyjna;;;;;x
T_ARMY_INTELLIGENCE;Army Intelligence;Renseignement de l’Armée ;Servizi segreti Esercito;Inteligencia militar;Heeresaufklärung;Wywiad wojskowy;Inteligencia del Ejército;;;;X
T_INTELLIGENCE;Intelligence;Intelligence;Spionaggio;Inteligencia;Aufklärung;Wywiad;Inteligencia;;;;X
T_DI;DI;ID;INF;ID;DI (Diplomatischer Einfluß);Niezadowolenie;ID;;;;X
T_CHANCE;Chance;Chance;Probabilità;Oportunidad;Chance;Pr. sukcesu;Oportunidad;;;;X
NAVAL_DETECTION;Naval Detection;Détection navale;Rilevazione navale;Detección naval;Marine-Aufklärung;Wykrycie jednostki morskiej;Detección Naval;;;;X
LAND_UNIT_SPEED;Land Unit Speed;Rapidité des unités terriennes;Velocità unità terrestri;Velocidad de unidad terrestre;Geschwindigkeit Bodentruppen;Szybkoœæ jednostki l¹dowej;Velocidad de Unidad Terrestre;;;;X
MANPOWER_GROWTH;Manpower Growth;Croissance main d’œuvre ;Crescita forza lavoro;Crecimiento de rec. hum.;Wachstum der Rekrutenzahl;Przyrost zasobów ludzkich;Crecimiento de la Mano de Obra;;;;X
ORG_REGAIN;Org. Regain;Récupération Org.;Riconquista organ.;Recuperac. org.;Wiederherstellung der Org.;Wzrost zorganizowania;Recuperar Organización;;;;X
DEF_COMBAT_MODIFIER;Def. Combat Modifier;Modificateur combat déf.;Modificatore attacco;Mod. de combate defensivo;Kampfmodifikator Defensive;Modyfikator obrony;Modificador de Combate Defensivo;;;;X
OFF_COMBAT_MODIFIER;Off. Combat Modifier;Modificateur combat off.;Modificatore difesa;Mod. de combate ofensivo;Kampfmodifikator Offensive;Modyfikator ataku;Modificador de Combate Ofensivo;;;;X
T_LAND_FORT;Land Fort;Fort. terrestre;Fort. terrestri;Fort. terrestre;Landbefestigung;Fortyfikacje l¹dowe;Fortificación Terrestre;;;;X
T_FOREIGN_MANPOWER_USE;Foreign Manpower Use;Utilisation de main d’œuvre étrangère;Utilizzo forza lavoro estera;Uso de rec hum. extranjeros;Verwendung ausländischer Freiwilliger;U¿ycie obcych zasobów ludzkich;Uso de Mano de Obra Extranjero;;;;X
T_FOREIGN_IC_USE;Foreign IC Use;Utilisation de PP étrangers;Utilizzo PI estero;Uso de CI extranjera;Verwendung ausländischer IK;U¿ycie obcego PP;Uso de CI Extranjera;;;;X
SELECT_MODEL;Select Model;Sélectionner modèle;Seleziona Modello;Seleccionar modelo;Modell auswählen;Wybierz model;Seleccionar Modelo;;;;X
WHICH_MODEL;Change to %s;Remplacer par %s;Cambia in %s;Cambiar a %s;Ändern in %s;Zmieñ na %s;Cambiar a %s;;;;X
CONVOYWHERE;the %s-%s convoy at %s;le convoi %s-%s à %s;il convoglio %s-%s in %s;el convoy de %s-%s está en %s;der %s-%s Konvoi in %s;konwój %s - %s jest w %s;el convoy %s-%s a %s;;;;X
LIBERATE_NATION;Liberate Nation;Libérer un pays;Libera la nazione;Liberar nación;Unabhängigkeit gewähren;Wyzwól pañstwo;;;;;x
LIBVAS_TITLE;They will receive the following province(s): ;Ils recevront la / les province(s) suivante(s) : ;Riceveranno:;Recibirán la(s) provincia(s) siguiente(s): ;Wir treten die folgenden Provinzen ab:;Otrzymaj¹ nastêpuj¹ce prowincje: ;;;;;x
VASSAL_GRANT;Grant;Accorder;Concedi;Conceder;Gewähren;Przeka¿;;;;;x
VASSAL_CURRENT;Create: %s;Créer: %s;Crea: %s;Crear: %s;Erschaffen: %s;Stwórz: %s;;;;;x
VASSAL_NONE;Nothing selected;Aucun;Nessuna selezione;Nada seleccionado;Keine Auswahl getroffen;Nic nie zosta³o wybrane;;;;;x
LIB_NATION_TITLE;Select Nation to Liberate;Sélectionner un pays à libérer;Seleziona la nazione da liberare;Seleccionar nación a liberar;Zu befreiendes Land auswählen;Które pañstwo chcesz wyzwoliæ?;;;;;
#;;;;;;;;;;;X
##;;;;;;;;;;;X
BM_AMPH_PENALTY;Amphibious Landing;Débarquement amphibie;Atterraggio anfibio;Asalto anfibio;Invasion;Desant morski;;;;;x
BM_BASE_PROXIMITY;Base Proximity;Proximité base;Vicinanza della base;Proximidad a la base;Basisnähe;Bliskoœæ bazy;;;;;x
BM_BLIZZARD;Blizzard;Tempête de neige;Bufera;Ventisca;Schneesturm;Œnie¿yca;;;;;x
BM_CARRIER_DOCTRINE;Superior Carrier Doctrine;Doctrine porte-avion supérieur;Dottrina Superiorità portaerei;Doctrina dominio portaav.;Superior Carrier-Doktrin;Lepsza doktryna walki lotniskowców;;;;;x
BM_DISSENT;Dissent;Instabilité;Dissenso;Disensión;Unruhe;Niezadowolenie;;;;;x
BM_DIVISION_PENALTY;Over Command Max;Max. limite de commandement;Superiore al limite massimo delle truppe;Máx. mando;Über Befehlslimit;Prze³adowanie;;;;;x
BM_DUGIN_MODIFIER;Dug In;Retranchement;Scava trincea;Atrinch.;Eingegraben;Okopanie;;;;;x
BM_ENCIRCLEMENT_PENALTY;No Retreat Possible;Aucune retraite possible;Ritirata impossibile;Sin retirada posible;Rückzug nicht möglich;Odwrót nie jest mo¿liwy;;;;;x
BM_ENVELOPMENT_PENALTY;Enveloped;Entouré(s);Racchiuso;Envuelta;Umzingelt;Obezw³adnienie;;;;;x
BM_FOREST;Forest;Forêt;Foresta;Bosque;Wald;Las;;;;;x
BM_FORT_MODIFIER;Fortifications;Fortifications;Fortificazioni;Las fortificaciones;Befestigungen;Fortyfikacje;;;;;x
BM_FROZEN;Frozen;Gelé;Ghiacciato;Helado;Bodenfrost;Oblodzenie;;;;;x
BM_HQ_NEARBY;HQ Nearby;QG à proximité;QG nelle vicinanze;Cuartel cercano;HQ in der Nähe;Bliskoœæ dywizji dowodzenia;;;;;x
BM_JUNGLE;Jungle;Jungle;Giungla;Jungla;Dschungel;D¿ungla;;;;;x
BM_LEADER_BONUS;Leadership;Leadership;Leadership;Liderazgo;Führungsbonus;Dowódca;;;;;x
BM_MARSH;Marsh;Marais;Palude;Pantano;Sumpf;Moczary;;;;;x
BM_MOUNTAIN;Mountain;Montagne;Alpini;Montaña;Gebirge;Góry;;;;;x
BM_HILLS;Hills;Collines;Colline;Colinas;Hügel;Wzgórza;;;;;x
BM_MUDDY;Muddy;Boueux;Fangoso;Embarrado;Schlammig;B³ota;;;;;x
BM_NIGHT_MODIFIER;Night;Nuit;Notte;Noche;Nacht;Noc;;;;;x
BM_PARATROOP_PENALTY;Paradropping;Parachutage;Lancio con il paracadute;Paracaidismo;Luftlandung;Zrzut spadochroniarzy;;;;;x
BM_RAIN;Rain;Pluie;Pioggia;Lluvia;Regen;Deszcz;;;;;x
BM_RIVER_PENALTY;River Crossing;Franchissement de rivière;Guado fluviale;Cruce de río;Flussüberquerung;Przeprawa przez rzekê;;;;;x
BM_SNOW;Snow;Neige;Neve;Nevisca;Schnee;Œnieg;;;;;x
BM_STORM_MODIFIER;Storm;Tempête;Tempesta;Tormenta;Sturm ;Burza;;;;;x
BM_URBAN;Urban;Urbain;Urbano;Ciudad;Häuserkampf;Teren zabudowany;;;;;x
BM_SHORE_BOMBARD;Shore Bombardment;Bombardements côtiers;Bombardamenti costieri;Bombardeo costa;Küstenbeschuss;Ostrza³ z brzegu;;;;;x
BM_NIGHT_FLYER;Night Flyer;T : Oiseau de nuit;S: Aviatore notturno;T: Vuelo nocturno;T: Nachtflieger;Lotnik nocny;;;;;x
BM_OFFENSIVE_DOCTRINE;Offensive Leader;T : Doctrine offensive;S: Dottrina offensiva;T: Doctrina ofensiva;T: Offensivdoktrin;Doktryna ofensywna;;;;;x
BM_DEFENSIVE_DOCTRINE;Defensive Leader;T : Doctrine défensive;S: Dottrina difensiva;T: Doctrina defensa;T: Defensivdoktrin;Doktryna defensywna;;;;;x
BM_SUPERIOR_TACTITIAN;Superior Tactician;T : Maître tacticien;S: Esperto tattico;T: Táctico excepcional;T: Überragender Taktiker;Wybitny taktyk;;;;;x
BM_STACKING_PENALTY;Stacking Penalty;Pénalité de cumul;Penalità di sovraccarico;Penal. saturación;Stacking Penalty;Kara za nadmierne zgrupowanie;;;;;x
BM_DIFFICULTY;Difficulty;Difficulté;Difficoltà;Dificultad;Schwierigkeitsgrad;Poziom trudnoœci;;;;;x
BM_SUPPLY_DISTANCE;Logistic Distance;Distances logistiques;Distanze logistiche;Distancias logísticas;Logistische Entfernung;D³ugoœæ linii zaopatrzeniowych;;;;;x
BM_LACK_OF_SUPPLIES;Lack of Supply;Pénurie d’approvisionnement;Carenza di rifornimenti;Falta de sumin.;Versorgungsprobleme;Brak zaopatrzenia;;;;;x
BM_DESERT;Desert;Désert;Deserto;Desierto;Wüste;Pustynia;;;;;x
BM_WEATHER_EQ;Bad Weather Gear;Équipement météo;Equipaggiamento meteo;Equipo climatológico;Wetterausrüstung;Wyposa¿enie do trudnych warunków pogodowych;;;;;x
BM_COS_DEFENCE;School of Defence;Théorie de la défense;Scuola di difesa;Escuela defensa;Schule der Verteidigung;Szko³a obrony;;;;;x
BM_COA_EL_DEF_DOCTRINE;Elastic Defence Chief;Doctrine de la défense flexible;Dottrina della difesa elastica;Doctrina defensa elástica;Elastische Verteidigungsdoktrin;Doktryna elastycznej obrony;;;;;x
BM_COA_STAT_DEF_DOCTRINE;Static Defence Chief;Doctrine de la défense statique;Dottrina della difesa statica;Doctrina defensa estática;Statische Verteidigungsdoktrin;Doktryna statycznej obrony;;;;;x
BM_COA_DEC_DOCTRINE;Decisive Battle Chief;Doctrine de la bataille décisive;Dottrina della battaglia decisiva;Doctrina batalla decisiva;Entscheidungsschlacht-Doktrin;Doktryna rozstrzygaj¹cej bitwy;;;;;x
BM_COA_ARMOR_SPEARHEAD;Armor Spearhead Chief;Doctrine du fer de lance blindé;Dottrina dei reparti d'assalto corazzati;Doctrina punta ataque acoraz.;Panzerangriffs-Doktrin;Doktryna pancernej piêœci;;;;;x
BM_PANZER_LEADER;Panzer Leader;T : Expert en blindés;S: Comandante dei panzer;T: Líder panzers;T: Panzerkommandeur;Dowódca pancerniaków;;;;;x
BM_COMMANDO;Commando Leader;T : Commando;S: Commando;T: Comando;T: Kommandotrupp;Komandos;;;;;x
BM_NO_HQ;No HQ;Aucun QG;Nessun QG;Sin EM;Kein HQ;Brak dywizji dowodzenia;;;;;x
BM_SEAWOLF;Seawolf Leader;T : Loup de mer;S: Lupo di mare;T: Lobo de mar;T: Seewolf;Wilk morski;;;;;x
BM_SURPRISE;Surprise;Surprise ;Sorpresa;Sorpresa;Überraschung;Zaskoczenie;;;;;x
BM_RADAR_STATION;Enemy Radar;Radar ennemi;Radar nemico;Radar enemigo;Feindlicher Radar;Wrogi radar;;;;;x
BM_COMBINED_ARMS;Combined Arms;Armes combinées;Armi combinate;Armamento combinado;Combined Arms;Wspó³praca wojsk;;;;;x
BM_BETTER_COMBINED_ARMS;Advanced Combined Arms;Armes de pointe combinées;Armi combinate avanzate;Armamento combinado avanzado;Fortschrittliche Combined Arms;Zaawansowana wspó³praca wojsk;;;;;x
BM_EXPERIENCE;Experience;Expérience;Esperienza;Experiencia;Erfahrung;Doœwiadczenie;;;;;x
BM_INTERCEPT;Interception Bonus;Bonus d’interception;Bonus intercettazione;Bonif. a interceptación ;Abfangbonus;Premia za przechwycenie;;;;;x
BM_MISSION_EFFICIENCY;Mission Efficiency;Efficacité de la mission;Efficienza missione;Eficacia de la misión;Missionseffizienz;Wydajnoœæ misji;;;;;x
BM_MULTIPLE;Flanked;Flanqués;Attaccata da un fianco;Flanqueada;Flankiert;Zaatakowany ze skrzyd³a;;;;;x,
#;;;;;;;;;;;x,
DOMW_DELAY;We can modify these next around %s.;La prochaine modification sera possible vers %s.;Possiamo modificare questi elementi nei dintorni di %s.;Podemos modificarlo hacia '%s'.;Nächste Modifikation %s möglich.;Mo¿emy zmodyfikowaæ te ustawienia dnia: %s.;Possiamo modificare questi elementi nei dintorni di %s.;@;@;@;x,
DOMW_MODIFY;By moving one step towards %s we'll get the following effects:\n;En avançant d’un pas vers %s nous aurons les conséquences suivantes:\n;Spostandosi di un grado verso %s otterremo i seguenti effetti:\n;Al avanzar un paso hacia '%s', obtendremos los efectos siguientes:\n;Indem wir einen Schritt auf %s zugehen erzielen wir folgenden Effekt:\n;Przesuwaj¹c siê o jeden w stronê %s uzyskamy nastêpuj¹ce efekty:\n;;;;;x
DOMW_CAP;Our current ideology does not allow this change.\n;Notre idéologie actuelle ne permet pas ce changement.\n;La nostra attuale ideologia non consente questo cambiamento.\n;Nuestra ideología actual no nos permite este cambio.\n;Unsere aktuelle Ideologie erlaubt diese Änderung nicht.\n;Nasza obecna ideologia nie pozwala na tak¹ zmianê.\n;;;;;x,
DOMNAME_DEM_L;Democratic;Démocratique;Democratico;Democracia;Demokratie;Demokracja;;;;;x,
DOMNAME_DEM_R;Authoritarian;Autoritaire;Autoritario;Autoritarismo;Autokratie;Autorytaryzm;;;;;x,
DOMNAME_POL_L;Political Left;Gauche;Sinistra politica;Izquierda;Polit. Linke;Lewica;;;;;x,
DOMNAME_POL_R;Political Right;Droite;Destra politica;Derecha;Polit. Rechte;Prawica;;;;;x,
DOMNAME_FRE_L;Open Society;Société ouverte;Società aperta;Aperturismo;Offene Gesellschaft;Spo³. otw.;;;;;x,
DOMNAME_FRE_R;Closed Society;Société close;Società chiusa;Centralismo;Geschloss.;Spo³. zamkn.;;;;;x,
DOMNAME_FRM_L;Free Market;Marché libre;Libero scambio;Libre mercado;Marktwirtsch.;Wolny rynek;;;;;x,
DOMNAME_FRM_R;Central Planning;Plan. centrale;Pianific. econ.;Econ. planificada;Planwirtschaft;Centr. plan.;;;;;x,
DOMNAME_PRO_L;Standing Army;Armée permanente;Eser. regolare;Ej. Permanente;Berufsheer;Armia zawod.;;;;;x,
DOMNAME_PRO_R;Drafted Army;Conscrits;Chiamata alle armi;Ej. reclutado;Wehrpflicht;Armia poborowa;;;;;x,
DOMNAME_DEF_L;Hawk Lobby;Militaristes;Guerrafondaio;Militaristas;Kriegstreiber;Lobby Jastrzêbi;;;;;x,
DOMNAME_DEF_R;Dove Lobby;Pacifistes;Pacifista;Pacifistas;Pazifist;Lobby Go³êbi;;;;;x
DOMNAME_INT_L;Interventionism;Intervention.;Interventismo;Intervencionismo;Interventionist;Interwencjonizm;;;;;x
DOMNAME_INT_R;Isolationism;Isolation.;Isolazionismo;Aislacionismo;Isolationist;Izolacjonizm;;;;;x
DOMESTIC_DEM_DEM;Our nation is a Democracy\n;Notre nation est une Démocratie\n;La nostra nazione è una Democrazia\n;Nuestra nación es una democracia.\n;Unsere Nation ist eine Demokratie\n;Nasz naród jest Demokracj¹\n;;;;;x
DOMESTIC_DEM_ADEM;Our nation is a Dictatorship\n;Notre nation est une Dictature\n;La nostra nazione è una Dittatura\n;Nuestra nación es una dictadura.\n;Unsere Nation ist eine Diktatur\n;Nasz naród jest Dyktatur¹\n;;;;;x
DOMESTIC_POL_GOV;Ministers in the ruling cabinet change according to ideology.\n;Les ministres du cabinet dirigeant changent en fonction de l’idéologie.\n;I Ministri nel gabinetto di governo cambiano a seconda dell’ideologia.\n;Los ministros del gabinete de gobierno cambiarán según la ideología.\n;Die Minister im regierenden Kabinett werden je nach Ideologie ausgetauscht.\n;Ministrowie przeprowadzaj¹ zmianê rz¹du zgodnie z ideologi¹.\n;;;;;x
DOMESTIC_FRE_DISN;Dissent in national provinces: %s%.1f\%%\n;Instabilité dans les provinces nationales: %s%.1f\%%\n;Dissenso nelle province nazionali: %s%.1f\%%\n;Disensión en provincias nacionales: %s%.1f\%%\n;Unruhe in nationalen Provinzen: %s%.1f\%%\n;Niezadowolenie w prowincjach narodowych: %s%.1f\%%\n;;;;;x
